Fold,Epoch,TrainLoss,ValLoss
1,1,0.6399430028813781,0.658794733860037
1,2,0.595534793615705,0.6479718445197624
2,1,0.6504977059848494,0.6299665950408037
2,2,0.605794295240062,0.6087080631969553
3,1,0.37041805561322716,0.057711739970751456
3,2,0.05257626787122143,0.046992182848653245
4,1,0.41665093760211924,0.08957816406407139
4,2,0.047084999886293465,0.07979315064960357
5,1,0.6527020861173854,0.6037400033832951
5,2,0.3528840313134593,0.04339641894242077
